date,hour,day_of_week,is_weekend,intersection_id,intersection_name,vehicle_count,avg_speed_kmh,avg_wait_time_sec,congestion_level,queue_length_ns,queue_length_ew
2025-02-27,8,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,915,31.1,102.1,0.617,166,168
2025-02-27,9,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,887,27.6,86.9,0.598,158,155
2025-02-27,10,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,592,37.1,48.1,0.399,71,71
2025-02-27,11,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,696,34.2,75.0,0.469,98,96
2025-02-27,12,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,681,34.4,54.7,0.459,90,93
2025-02-27,13,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,693,40.9,63.1,0.467,96,94
2025-02-27,14,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,685,32.4,76.8,0.462,93,93
2025-02-27,15,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,656,42.6,74.7,0.442,87,91
2025-02-27,16,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,627,42.5,60.1,0.423,77,81
2025-02-27,17,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,1022,19.4,105.3,0.689,215,212
2025-02-27,18,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,1129,17.7,113.0,0.761,261,261
2025-02-27,19,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,712,33.8,64.1,0.48,103,101
2025-02-27,20,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,917,29.0,81.2,0.618,169,171
2025-02-27,21,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,665,37.7,58.1,0.448,90,89
2025-02-27,22,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,390,50.7,43.4,0.263,31,28
2025-02-27,23,Thursday,False,INT-05,Sheikh Zayed Rd - Interchange 1,258,51.5,23.4,0.174,12,16
2025-02-27,0,Thursday,False,INT-06,DIFC - Gate Avenue,144,60.3,0.0,0.086,0,2
2025-02-27,1,Thursday,False,INT-06,DIFC - Gate Avenue,88,56.5,6.4,0.052,0,0
2025-02-27,2,Thursday,False,INT-06,DIFC - Gate Avenue,89,62.6,4.9,0.053,2,0
2025-02-27,3,Thursday,False,INT-06,DIFC - Gate Avenue,68,60.7,5.4,0.04,4,1
2025-02-27,4,Thursday,False,INT-06,DIFC - Gate Avenue,48,60.7,0.0,0.029,0,3
2025-02-27,5,Thursday,False,INT-06,DIFC - Gate Avenue,96,61.7,12.9,0.057,0,1
2025-02-27,6,Thursday,False,INT-06,DIFC - Gate Avenue,310,47.8,15.7,0.185,13,16
2025-02-27,7,Thursday,False,INT-06,DIFC - Gate Avenue,835,32.7,73.0,0.497,123,122
2025-02-27,8,Thursday,False,INT-06,DIFC - Gate Avenue,1291,20.9,103.8,0.768,298,297
2025-02-27,9,Thursday,False,INT-06,DIFC - Gate Avenue,862,37.2,75.8,0.513,134,133
2025-02-27,10,Thursday,False,INT-06,DIFC - Gate Avenue,688,38.4,74.4,0.41,84,82
2025-02-27,11,Thursday,False,INT-06,DIFC - Gate Avenue,694,40.9,68.8,0.413,84,88
2025-02-27,12,Thursday,False,INT-06,DIFC - Gate Avenue,981,31.1,70.7,0.584,168,176
2025-02-27,13,Thursday,False,INT-06,DIFC - Gate Avenue,887,28.9,71.0,0.528,140,137
2025-02-27,14,Thursday,False,INT-06,DIFC - Gate Avenue,833,34.3,73.1,0.496,125,123
2025-02-27,15,Thursday,False,INT-06,DIFC - Gate Avenue,765,31.0,62.5,0.455,105,102
2025-02-27,16,Thursday,False,INT-06,DIFC - Gate Avenue,886,27.0,67.3,0.527,136,141
2025-02-27,17,Thursday,False,INT-06,DIFC - Gate Avenue,960,29.4,75.3,0.571,167,166
2025-02-27,18,Thursday,False,INT-06,DIFC - Gate Avenue,1324,23.0,111.5,0.788,311,315
2025-02-27,19,Thursday,False,INT-06,DIFC - Gate Avenue,938,30.0,83.4,0.558,157,159
2025-02-27,20,Thursday,False,INT-06,DIFC - Gate Avenue,1251,17.7,110.8,0.745,280,280
2025-02-27,21,Thursday,False,INT-06,DIFC - Gate Avenue,827,31.3,66.0,0.492,119,120
2025-02-27,22,Thursday,False,INT-06,DIFC - Gate Avenue,411,46.0,47.7,0.245,29,32
2025-02-27,23,Thursday,False,INT-06,DIFC - Gate Avenue,203,52.0,16.7,0.121,10,9
2025-02-27,0,Thursday,False,INT-07,Business Bay - Marasi Dr,143,61.2,21.2,0.08,4,5
2025-02-27,1,Thursday,False,INT-07,Business Bay - Marasi Dr,125,56.1,0.0,0.07,3,2
2025-02-27,2,Thursday,False,INT-07,Business Bay - Marasi Dr,100,58.3,8.1,0.056,1,3
2025-02-27,3,Thursday,False,INT-07,Business Bay - Marasi Dr,67,56.4,23.4,0.037,2,4
2025-02-27,4,Thursday,False,INT-07,Business Bay - Marasi Dr,77,56.6,6.2,0.043,0,0
2025-02-27,5,Thursday,False,INT-07,Business Bay - Marasi Dr,107,57.1,30.2,0.06,1,5
2025-02-27,6,Thursday,False,INT-07,Business Bay - Marasi Dr,233,50.5,12.8,0.13,10,6
2025-02-27,7,Thursday,False,INT-07,Business Bay - Marasi Dr,862,36.1,59.7,0.482,123,125
2025-02-27,8,Thursday,False,INT-07,Business Bay - Marasi Dr,996,30.7,80.3,0.557,168,165
2025-02-27,9,Thursday,False,INT-07,Business Bay - Marasi Dr,990,29.0,76.5,0.554,165,165
2025-02-27,10,Thursday,False,INT-07,Business Bay - Marasi Dr,759,36.4,57.2,0.425,98,95
2025-02-27,11,Thursday,False,INT-07,Business Bay - Marasi Dr,830,30.9,66.1,0.465,118,113
2025-02-27,12,Thursday,False,INT-07,Business Bay - Marasi Dr,1074,28.7,76.9,0.601,192,193
2025-02-27,13,Thursday,False,INT-07,Business Bay - Marasi Dr,1081,19.1,91.8,0.605,197,196
2025-02-27,14,Thursday,False,INT-07,Business Bay - Marasi Dr,878,36.0,87.3,0.491,128,129
2025-02-27,15,Thursday,False,INT-07,Business Bay - Marasi Dr,766,36.3,67.6,0.429,98,98
2025-02-27,16,Thursday,False,INT-07,Business Bay - Marasi Dr,812,28.4,68.5,0.454,110,111
2025-02-27,17,Thursday,False,INT-07,Business Bay - Marasi Dr,1311,18.4,123.6,0.734,291,288
2025-02-27,18,Thursday,False,INT-07,Business Bay - Marasi Dr,1541,14.6,115.8,0.862,401,398
2025-02-27,19,Thursday,False,INT-07,Business Bay - Marasi Dr,1322,18.2,82.4,0.74,293,294
2025-02-27,20,Thursday,False,INT-07,Business Bay - Marasi Dr,614,41.7,32.8,0.344,68,66
2025-02-27,21,Thursday,False,INT-07,Business Bay - Marasi Dr,534,42.4,53.1,0.299,49,47
2025-02-27,22,Thursday,False,INT-07,Business Bay - Marasi Dr,588,43.2,42.8,0.329,56,58
2025-02-27,23,Thursday,False,INT-07,Business Bay - Marasi Dr,310,54.5,40.7,0.173,14,17
2025-02-27,0,Thursday,False,INT-08,Dubai Mall Junction,165,55.3,13.5,0.083,7,7
2025-02-27,1,Thursday,False,INT-08,Dubai Mall Junction,110,55.9,0.0,0.055,2,3
2025-02-27,2,Thursday,False,INT-08,Dubai Mall Junction,113,59.2,0.0,0.057,0,1
2025-02-27,3,Thursday,False,INT-08,Dubai Mall Junction,106,54.1,6.4,0.053,0,0
2025-02-27,4,Thursday,False,INT-08,Dubai Mall Junction,68,54.6,5.6,0.034,1,1
2025-02-27,5,Thursday,False,INT-08,Dubai Mall Junction,150,53.0,0.6,0.075,1,1
2025-02-27,6,Thursday,False,INT-08,Dubai Mall Junction,368,48.9,23.2,0.184,19,18
2025-02-27,7,Thursday,False,INT-08,Dubai Mall Junction,762,37.7,50.4,0.381,87,86
2025-02-27,8,Thursday,False,INT-08,Dubai Mall Junction,1588,17.1,115.0,0.794,382,380
2025-02-27,9,Thursday,False,INT-08,Dubai Mall Junction,1120,23.6,84.1,0.56,188,187
2025-02-27,10,Thursday,False,INT-08,Dubai Mall Junction,1116,34.3,81.0,0.558,189,188
2025-02-27,11,Thursday,False,INT-08,Dubai Mall Junction,928,34.6,57.9,0.464,132,128
2025-02-27,12,Thursday,False,INT-08,Dubai Mall Junction,1157,27.1,75.2,0.579,201,203
2025-02-27,13,Thursday,False,INT-08,Dubai Mall Junction,1084,34.7,82.0,0.542,173,173
2025-02-27,14,Thursday,False,INT-08,Dubai Mall Junction,1078,32.2,82.2,0.539,175,172
2025-02-27,15,Thursday,False,INT-08,Dubai Mall Junction,879,31.0,72.0,0.44,117,118
2025-02-27,16,Thursday,False,INT-08,Dubai Mall Junction,1022,31.9,94.9,0.511,157,157
2025-02-27,17,Thursday,False,INT-08,Dubai Mall Junction,1054,31.8,59.0,0.527,170,166
2025-02-27,18,Thursday,False,INT-08,Dubai Mall Junction,1282,25.6,96.6,0.641,247,248
2025-02-27,19,Thursday,False,INT-08,Dubai Mall Junction,1100,27.3,75.1,0.55,180,181
2025-02-27,20,Thursday,False,INT-08,Dubai Mall Junction,1468,18.0,111.7,0.734,326,323
2025-02-27,21,Thursday,False,INT-08,Dubai Mall Junction,879,33.0,54.6,0.44,115,112
2025-02-27,22,Thursday,False,INT-08,Dubai Mall Junction,613,50.5,49.6,0.307,54,56
2025-02-27,23,Thursday,False,INT-08,Dubai Mall Junction,345,51.4,35.3,0.173,14,18
2025-02-27,0,Thursday,False,INT-09,Al Quoz Industrial,185,53.8,0.0,0.086,3,3
2025-02-27,1,Thursday,False,INT-09,Al Quoz Industrial,114,60.5,2.7,0.053,3,1
2025-02-27,2,Thursday,False,INT-09,Al Quoz Industrial,89,63.0,13.0,0.041,1,2
2025-02-27,3,Thursday,False,INT-09,Al Quoz Industrial,109,55.1,0.0,0.05,1,0
2025-02-27,4,Thursday,False,INT-09,Al Quoz Industrial,107,59.5,2.7,0.05,3,0
2025-02-27,5,Thursday,False,INT-09,Al Quoz Industrial,150,57.0,0.0,0.069,1,3
2025-02-27,6,Thursday,False,INT-09,Al Quoz Industrial,311,52.4,24.9,0.144,16,16
2025-02-27,7,Thursday,False,INT-09,Al Quoz Industrial,1094,30.8,67.4,0.506,167,162
2025-02-27,8,Thursday,False,INT-09,Al Quoz Industrial,1523,25.9,84.9,0.705,323,321
2025-02-27,9,Thursday,False,INT-09,Al Quoz Industrial,1186,26.4,79.8,0.549,192,194
2025-02-27,10,Thursday,False,INT-09,Al Quoz Industrial,884,35.5,49.4,0.409,105,106
2025-02-27,11,Thursday,False,INT-09,Al Quoz Industrial,702,39.5,50.3,0.325,66,67
2025-02-27,12,Thursday,False,INT-09,Al Quoz Industrial,1186,31.6,72.2,0.549,195,191
2025-02-27,13,Thursday,False,INT-09,Al Quoz Industrial,915,38.7,66.6,0.424,115,116
2025-02-27,14,Thursday,False,INT-09,Al Quoz Industrial,974,33.2,73.6,0.451,134,130
2025-02-27,15,Thursday,False,INT-09,Al Quoz Industrial,938,33.0,38.4,0.434,123,119
2025-02-27,16,Thursday,False,INT-09,Al Quoz Industrial,1193,27.7,79.5,0.552,196,196
2025-02-27,17,Thursday,False,INT-09,Al Quoz Industrial,1151,30.8,86.7,0.533,182,181
2025-02-27,18,Thursday,False,INT-09,Al Quoz Industrial,1948,13.6,129.8,0.902,525,523
2025-02-27,19,Thursday,False,INT-09,Al Quoz Industrial,1230,34.1,74.8,0.569,208,211
2025-02-27,20,Thursday,False,INT-09,Al Quoz Industrial,919,36.6,76.7,0.425,116,117
2025-02-27,21,Thursday,False,INT-09,Al Quoz Industrial,897,33.8,54.7,0.415,112,112
2025-02-27,22,Thursday,False,INT-09,Al Quoz Industrial,705,45.7,30.2,0.326,70,70
2025-02-27,23,Thursday,False,INT-09,Al Quoz Industrial,296,53.1,19.3,0.137,12,10
2025-02-27,0,Thursday,False,INT-10,Jumeirah Beach Rd,163,54.5,17.7,0.072,5,2
2025-02-27,1,Thursday,False,INT-10,Jumeirah Beach Rd,155,58.3,14.5,0.069,4,0
2025-02-27,2,Thursday,False,INT-10,Jumeirah Beach Rd,86,59.0,0.0,0.038,5,1
2025-02-27,3,Thursday,False,INT-10,Jumeirah Beach Rd,103,57.5,0.0,0.046,4,3
2025-02-27,4,Thursday,False,INT-10,Jumeirah Beach Rd,87,65.2,0.0,0.039,5,2
2025-02-27,5,Thursday,False,INT-10,Jumeirah Beach Rd,181,57.0,0.5,0.08,4,3
2025-02-27,6,Thursday,False,INT-10,Jumeirah Beach Rd,376,52.2,18.0,0.167,18,18
2025-02-27,7,Thursday,False,INT-10,Jumeirah Beach Rd,1010,36.4,71.8,0.448,135,134
2025-02-27,8,Thursday,False,INT-10,Jumeirah Beach Rd,1589,28.7,90.1,0.705,337,334
2025-02-27,9,Thursday,False,INT-10,Jumeirah Beach Rd,1410,27.5,89.4,0.626,262,266
2025-02-27,10,Thursday,False,INT-10,Jumeirah Beach Rd,1113,36.0,63.5,0.494,164,162
2025-02-27,11,Thursday,False,INT-10,Jumeirah Beach Rd,973,35.9,65.0,0.432,124,123
2025-02-27,12,Thursday,False,INT-10,Jumeirah Beach Rd,1070,38.8,64.5,0.475,154,153
2025-02-27,13,Thursday,False,INT-10,Jumeirah Beach Rd,1167,33.7,82.8,0.518,180,180
2025-02-27,14,Thursday,False,INT-10,Jumeirah Beach Rd,1011,37.3,52.1,0.449,138,133
2025-02-27,15,Thursday,False,INT-10,Jumeirah Beach Rd,790,42.2,56.4,0.351,84,83
2025-02-27,16,Thursday,False,INT-10,Jumeirah Beach Rd,1205,32.2,80.1,0.535,193,196
2025-02-27,17,Thursday,False,INT-10,Jumeirah Beach Rd,1929,18.3,125.3,0.856,497,494
2025-02-27,18,Thursday,False,INT-10,Jumeirah Beach Rd,2549,5.0,163.0,1.0,767,763
2025-02-27,19,Thursday,False,INT-10,Jumeirah Beach Rd,1538,23.4,99.7,0.682,317,316
2025-02-27,20,Thursday,False,INT-10,Jumeirah Beach Rd,1246,30.7,81.1,0.553,204,204
2025-02-27,21,Thursday,False,INT-10,Jumeirah Beach Rd,1196,29.9,80.2,0.531,189,187
2025-02-27,22,Thursday,False,INT-10,Jumeirah Beach Rd,478,48.2,33.3,0.212,32,29
2025-02-27,23,Thursday,False,INT-10,Jumeirah Beach Rd,459,46.1,38.8,0.204,29,26
2025-02-27,0,Thursday,False,INT-11,Palm Jumeirah Tunnel,214,59.0,23.6,0.087,6,3
2025-02-27,1,Thursday,False,INT-11,Palm Jumeirah Tunnel,139,55.1,3.2,0.057,2,1
2025-02-27,2,Thursday,False,INT-11,Palm Jumeirah Tunnel,130,54.1,18.9,0.053,1,3
2025-02-27,3,Thursday,False,INT-11,Palm Jumeirah Tunnel,103,54.0,13.1,0.042,0,0
2025-02-27,4,Thursday,False,INT-11,Palm Jumeirah Tunnel,74,56.0,0.0,0.03,0,1
2025-02-27,5,Thursday,False,INT-11,Palm Jumeirah Tunnel,171,63.0,19.0,0.07,7,1
2025-02-27,6,Thursday,False,INT-11,Palm Jumeirah Tunnel,405,55.5,26.2,0.165,20,21
2025-02-27,7,Thursday,False,INT-11,Palm Jumeirah Tunnel,885,44.6,42.1,0.361,94,94
2025-02-27,8,Thursday,False,INT-11,Palm Jumeirah Tunnel,1760,22.4,98.8,0.717,376,376
2025-02-27,9,Thursday,False,INT-11,Palm Jumeirah Tunnel,1289,33.9,54.2,0.525,206,201
2025-02-27,10,Thursday,False,INT-11,Palm Jumeirah Tunnel,1196,34.5,64.5,0.487,175,170
2025-02-27,11,Thursday,False,INT-11,Palm Jumeirah Tunnel,1027,31.5,61.6,0.419,130,127
2025-02-27,12,Thursday,False,INT-11,Palm Jumeirah Tunnel,1752,24.2,111.1,0.714,374,374
2025-02-27,13,Thursday,False,INT-11,Palm Jumeirah Tunnel,1575,31.8,83.5,0.642,302,304
2025-02-27,14,Thursday,False,INT-11,Palm Jumeirah Tunnel,1365,27.0,68.0,0.556,224,229
2025-02-27,15,Thursday,False,INT-11,Palm Jumeirah Tunnel,1153,30.1,84.9,0.47,159,160
2025-02-27,16,Thursday,False,INT-11,Palm Jumeirah Tunnel,955,41.2,70.2,0.389,113,111
2025-02-27,17,Thursday,False,INT-11,Palm Jumeirah Tunnel,1652,23.4,98.4,0.673,334,333
2025-02-27,18,Thursday,False,INT-11,Palm Jumeirah Tunnel,1658,25.7,80.0,0.676,337,339
2025-02-27,19,Thursday,False,INT-11,Palm Jumeirah Tunnel,1607,24.1,93.2,0.655,315,315
2025-02-27,20,Thursday,False,INT-11,Palm Jumeirah Tunnel,1417,27.2,86.6,0.577,247,244
2025-02-27,21,Thursday,False,INT-11,Palm Jumeirah Tunnel,958,42.5,57.3,0.39,109,114
2025-02-27,22,Thursday,False,INT-11,Palm Jumeirah Tunnel,600,45.7,32.7,0.244,42,45
2025-02-27,23,Thursday,False,INT-11,Palm Jumeirah Tunnel,501,51.8,35.1,0.204,29,35
2025-02-27,0,Thursday,False,INT-12,Marina Walk - JBR,252,57.3,0.0,0.101,3,4
2025-02-27,1,Thursday,False,INT-12,Marina Walk - JBR,154,53.5,29.5,0.062,3,2
2025-02-27,2,Thursday,False,INT-12,Marina Walk - JBR,98,57.9,0.0,0.039,1,0
2025-02-27,3,Thursday,False,INT-12,Marina Walk - JBR,115,58.5,0.6,0.046,1,1
2025-02-27,4,Thursday,False,INT-12,Marina Walk - JBR,120,57.8,10.8,0.048,4,0
2025-02-27,5,Thursday,False,INT-12,Marina Walk - JBR,181,54.5,6.5,0.073,6,6
2025-02-27,6,Thursday,False,INT-12,Marina Walk - JBR,355,44.9,14.5,0.143,16,15
2025-02-27,7,Thursday,False,INT-12,Marina Walk - JBR,1155,32.4,66.2,0.465,160,165
2025-02-27,8,Thursday,False,INT-12,Marina Walk - JBR,1957,17.7,111.1,0.788,460,460
2025-02-27,9,Thursday,False,INT-12,Marina Walk - JBR,1534,27.0,95.5,0.618,282,284
2025-02-27,10,Thursday,False,INT-12,Marina Walk - JBR,1238,31.5,79.8,0.498,183,183
2025-02-27,11,Thursday,False,INT-12,Marina Walk - JBR,1135,34.2,79.5,0.457,154,159
2025-02-27,12,Thursday,False,INT-12,Marina Walk - JBR,1168,36.2,71.0,0.47,164,165
2025-02-27,13,Thursday,False,INT-12,Marina Walk - JBR,1126,38.5,46.0,0.453,150,153
2025-02-27,14,Thursday,False,INT-12,Marina Walk - JBR,805,45.4,40.4,0.324,77,80
2025-02-27,15,Thursday,False,INT-12,Marina Walk - JBR,1180,35.7,73.0,0.475,171,171
2025-02-27,16,Thursday,False,INT-12,Marina Walk - JBR,846,43.2,52.0,0.341,83,84
2025-02-27,17,Thursday,False,INT-12,Marina Walk - JBR,2135,13.3,126.8,0.86,550,549
2025-02-27,18,Thursday,False,INT-12,Marina Walk - JBR,2051,21.8,119.9,0.826,508,508
2025-02-27,19,Thursday,False,INT-12,Marina Walk - JBR,1623,24.9,96.2,0.653,316,317
2025-02-27,20,Thursday,False,INT-12,Marina Walk - JBR,1608,20.0,97.5,0.647,306,310
2025-02-27,21,Thursday,False,INT-12,Marina Walk - JBR,1448,31.5,81.8,0.583,251,254
2025-02-27,22,Thursday,False,INT-12,Marina Walk - JBR,560,47.8,36.1,0.225,36,36
2025-02-27,23,Thursday,False,INT-12,Marina Walk - JBR,407,51.0,2.1,0.164,26,21
2025-02-27,0,Thursday,False,INT-13,DIP - Al Asayel St,212,57.6,0.0,0.08,2,6
2025-02-27,1,Thursday,False,INT-13,DIP - Al Asayel St,162,60.0,20.1,0.061,0,3
2025-02-27,2,Thursday,False,INT-13,DIP - Al Asayel St,155,56.3,10.8,0.059,6,2
2025-02-27,3,Thursday,False,INT-13,DIP - Al Asayel St,132,58.0,21.0,0.05,3,0
2025-02-27,4,Thursday,False,INT-13,DIP - Al Asayel St,127,60.8,12.3,0.048,2,2
2025-02-27,5,Thursday,False,INT-13,DIP - Al Asayel St,154,55.8,18.2,0.058,0,1
2025-02-27,6,Thursday,False,INT-13,DIP - Al Asayel St,482,50.5,31.9,0.182,25,25
2025-02-27,7,Thursday,False,INT-13,DIP - Al Asayel St,1141,41.9,74.1,0.432,148,150
2025-02-27,8,Thursday,False,INT-13,DIP - Al Asayel St,1567,27.1,100.5,0.593,278,279
2025-02-27,9,Thursday,False,INT-13,DIP - Al Asayel St,1650,28.0,99.5,0.624,310,308
2025-02-27,10,Thursday,False,INT-13,DIP - Al Asayel St,1073,40.1,66.0,0.406,130,132
2025-02-27,11,Thursday,False,INT-13,DIP - Al Asayel St,1149,38.7,57.2,0.435,150,148
2025-02-27,12,Thursday,False,INT-13,DIP - Al Asayel St,1532,30.4,81.5,0.58,269,266
2025-02-27,13,Thursday,False,INT-13,DIP - Al Asayel St,1603,31.8,83.5,0.607,290,293
2025-02-27,14,Thursday,False,INT-13,DIP - Al Asayel St,959,40.9,50.5,0.363,103,104
2025-02-27,15,Thursday,False,INT-13,DIP - Al Asayel St,1040,43.0,49.6,0.394,124,120
2025-02-27,16,Thursday,False,INT-13,DIP - Al Asayel St,1319,36.5,52.7,0.499,196,195
2025-02-27,17,Thursday,False,INT-13,DIP - Al Asayel St,2109,19.1,127.2,0.798,504,504
2025-02-27,18,Thursday,False,INT-13,DIP - Al Asayel St,1701,26.2,107.3,0.644,326,327
2025-02-27,19,Thursday,False,INT-13,DIP - Al Asayel St,1485,26.6,96.3,0.562,249,250
2025-02-27,20,Thursday,False,INT-13,DIP - Al Asayel St,1111,37.7,61.1,0.42,141,137
2025-02-27,21,Thursday,False,INT-13,DIP - Al Asayel St,1055,39.0,49.4,0.399,126,127
2025-02-27,22,Thursday,False,INT-13,DIP - Al Asayel St,639,41.3,40.4,0.242,45,46
2025-02-27,23,Thursday,False,INT-13,DIP - Al Asayel St,477,51.2,35.2,0.181,25,28
2025-02-27,0,Thursday,False,INT-14,Academic City Roundabout,193,58.1,28.3,0.069,0,5
2025-02-27,1,Thursday,False,INT-14,Academic City Roundabout,200,60.3,0.0,0.071,2,7
2025-02-27,2,Thursday,False,INT-14,Academic City Roundabout,103,52.8,15.0,0.037,0,1
2025-02-27,3,Thursday,False,INT-14,Academic City Roundabout,83,59.3,2.8,0.03,4,0
2025-02-27,4,Thursday,False,INT-14,Academic City Roundabout,111,58.8,0.0,0.039,0,4
2025-02-27,5,Thursday,False,INT-14,Academic City Roundabout,185,53.8,12.4,0.066,2,3
2025-02-27,6,Thursday,False,INT-14,Academic City Roundabout,574,49.9,39.3,0.204,35,33
2025-02-27,7,Thursday,False,INT-14,Academic City Roundabout,1296,39.0,57.2,0.461,178,179
2025-02-27,8,Thursday,False,INT-14,Academic City Roundabout,1603,31.5,86.3,0.57,271,273
2025-02-27,9,Thursday,False,INT-14,Academic City Roundabout,1289,34.9,63.1,0.459,176,176
2025-02-27,10,Thursday,False,INT-14,Academic City Roundabout,1116,38.2,63.0,0.397,133,132
2025-02-27,11,Thursday,False,INT-14,Academic City Roundabout,854,44.2,43.1,0.304,76,79
2025-02-27,12,Thursday,False,INT-14,Academic City Roundabout,1636,33.1,102.1,0.582,285,289
2025-02-27,13,Thursday,False,INT-14,Academic City Roundabout,1423,32.9,90.1,0.506,214,217
2025-02-27,14,Thursday,False,INT-14,Academic City Roundabout,1517,29.7,75.8,0.54,248,245
2025-02-27,15,Thursday,False,INT-14,Academic City Roundabout,1111,35.3,51.1,0.395,130,130
2025-02-27,16,Thursday,False,INT-14,Academic City Roundabout,1737,24.8,106.7,0.618,325,324
2025-02-27,17,Thursday,False,INT-14,Academic City Roundabout,1782,24.2,97.6,0.634,339,339
2025-02-27,18,Thursday,False,INT-14,Academic City Roundabout,2511,8.0,128.0,0.893,672,673
2025-02-27,19,Thursday,False,INT-14,Academic City Roundabout,2262,23.7,113.9,0.805,547,544
2025-02-27,20,Thursday,False,INT-14,Academic City Roundabout,1667,32.2,88.3,0.593,300,295
2025-02-27,21,Thursday,False,INT-14,Academic City Roundabout,1331,30.3,79.1,0.474,186,189
2025-02-27,22,Thursday,False,INT-14,Academic City Roundabout,1063,41.3,46.4,0.378,116,118
2025-02-27,23,Thursday,False,INT-14,Academic City Roundabout,501,52.9,25.1,0.178,24,26
2025-02-27,0,Thursday,False,INT-15,Hessa Street - Al Barsha,240,49.7,9.4,0.08,5,6
2025-02-27,1,Thursday,False,INT-15,Hessa Street - Al Barsha,173,59.9,24.8,0.058,1,5
2025-02-27,2,Thursday,False,INT-15,Hessa Street - Al Barsha,122,58.7,8.6,0.041,1,0
2025-02-27,3,Thursday,False,INT-15,Hessa Street - Al Barsha,132,57.2,14.0,0.044,0,0
2025-02-27,4,Thursday,False,INT-15,Hessa Street - Al Barsha,84,57.3,0.6,0.028,0,0
2025-02-27,5,Thursday,False,INT-15,Hessa Street - Al Barsha,204,53.3,4.8,0.068,3,4
2025-02-27,6,Thursday,False,INT-15,Hessa Street - Al Barsha,478,54.0,28.7,0.16,22,22
2025-02-27,7,Thursday,False,INT-15,Hessa Street - Al Barsha,1380,35.9,69.5,0.462,190,190
2025-02-27,8,Thursday,False,INT-15,Hessa Street - Al Barsha,1905,22.4,79.3,0.638,366,368
2025-02-27,9,Thursday,False,INT-15,Hessa Street - Al Barsha,1700,30.4,88.1,0.569,292,287
2025-02-27,10,Thursday,False,INT-15,Hessa Street - Al Barsha,1133,41.3,70.5,0.379,129,129
2025-02-27,11,Thursday,False,INT-15,Hessa Street - Al Barsha,1046,37.5,59.4,0.35,108,108
2025-02-27,12,Thursday,False,INT-15,Hessa Street - Al Barsha,1707,27.1,89.1,0.572,290,292
2025-02-27,13,Thursday,False,INT-15,Hessa Street - Al Barsha,1354,31.4,52.4,0.453,181,183
2025-02-27,14,Thursday,False,INT-15,Hessa Street - Al Barsha,965,43.7,29.8,0.323,90,94
2025-02-27,15,Thursday,False,INT-15,Hessa Street - Al Barsha,1481,36.3,66.0,0.496,218,219
2025-02-27,16,Thursday,False,INT-15,Hessa Street - Al Barsha,1562,29.7,68.7,0.523,241,244
2025-02-27,17,Thursday,False,INT-15,Hessa Street - Al Barsha,2239,21.8,98.7,0.75,502,502
2025-02-27,18,Thursday,False,INT-15,Hessa Street - Al Barsha,2327,13.8,113.3,0.779,545,542
2025-02-27,19,Thursday,False,INT-15,Hessa Street - Al Barsha,1658,30.2,95.5,0.555,277,274
2025-02-27,20,Thursday,False,INT-15,Hessa Street - Al Barsha,1775,28.3,88.0,0.594,318,315
2025-02-27,21,Thursday,False,INT-15,Hessa Street - Al Barsha,1362,35.4,40.7,0.456,186,187
2025-02-27,22,Thursday,False,INT-15,Hessa Street - Al Barsha,1095,43.9,51.0,0.367,121,120
2025-02-27,23,Thursday,False,INT-15,Hessa Street - Al Barsha,557,49.5,20.8,0.186,31,30
2025-02-27,0,Thursday,False,INT-16,Dubai Airport - Terminal 3,270,59.2,2.8,0.086,8,9
2025-02-27,1,Thursday,False,INT-16,Dubai Airport - Terminal 3,233,55.2,13.3,0.075,5,5
2025-02-27,2,Thursday,False,INT-16,Dubai Airport - Terminal 3,136,52.8,0.0,0.044,4,6
2025-02-27,3,Thursday,False,INT-16,Dubai Airport - Terminal 3,182,56.3,1.5,0.058,4,1
2025-02-27,4,Thursday,False,INT-16,Dubai Airport - Terminal 3,163,57.5,12.9,0.052,0,4
2025-02-27,5,Thursday,False,INT-16,Dubai Airport - Terminal 3,170,60.1,0.0,0.054,0,3
2025-02-27,6,Thursday,False,INT-16,Dubai Airport - Terminal 3,512,46.5,15.4,0.164,26,23
2025-02-27,7,Thursday,False,INT-16,Dubai Airport - Terminal 3,1350,36.2,53.8,0.432,173,173
2025-02-27,8,Thursday,False,INT-16,Dubai Airport - Terminal 3,2700,16.5,123.7,0.864,699,701
