date,hour,zone,congestion_index,estimated_vehicles,avg_speed_kmh,co2_emissions_kg,fuel_waste_liters,is_weekend
2025-02-26,4,Deira,0.003,509,61.4,30.66,0.0,False
2025-02-26,5,Deira,0.135,571,61.2,40.02,18.4,False
2025-02-26,6,Deira,0.395,717,40.6,64.25,72.2,False
2025-02-26,7,Deira,0.782,847,30.1,100.49,168.8,False
2025-02-26,8,Deira,0.995,1023,20.2,137.74,187.4,False
2025-02-26,9,Deira,0.774,894,22.6,105.55,135.3,False
2025-02-26,10,Deira,0.628,811,32.9,86.88,124.9,False
2025-02-26,11,Deira,0.612,766,40.6,81.14,98.0,False
2025-02-26,12,Deira,0.732,874,31.8,100.42,121.1,False
2025-02-26,13,Deira,0.634,820,36.1,88.19,109.3,False
2025-02-26,14,Deira,0.734,863,34.2,99.32,168.3,False
2025-02-26,15,Deira,0.665,908,31.8,99.79,144.0,False
2025-02-26,16,Deira,0.581,749,39.0,77.56,95.3,False
2025-02-26,17,Deira,0.897,1012,18.0,128.78,198.7,False
2025-02-26,18,Deira,1.0,1016,15.0,137.16,218.9,False
2025-02-26,19,Deira,0.876,908,26.1,114.11,175.8,False
2025-02-26,20,Deira,0.649,828,38.9,89.99,122.6,False
2025-02-26,21,Deira,0.691,846,35.3,94.62,153.2,False
2025-02-26,22,Deira,0.373,630,46.7,55.4,83.7,False
2025-02-26,23,Deira,0.297,683,49.7,56.18,29.9,False
2025-02-26,0,Bur Dubai,0.082,589,64.1,38.95,28.9,False
2025-02-26,1,Bur Dubai,0.009,481,70.1,29.19,0.0,False
2025-02-26,2,Bur Dubai,0.0,508,64.0,30.48,37.3,False
2025-02-26,3,Bur Dubai,0.087,554,63.5,36.86,55.0,False
2025-02-26,4,Bur Dubai,0.0,481,61.4,28.86,13.5,False
2025-02-26,5,Bur Dubai,0.121,487,56.0,33.65,38.8,False
2025-02-26,6,Bur Dubai,0.183,595,53.0,43.87,19.9,False
2025-02-26,7,Bur Dubai,0.634,828,33.3,89.06,98.9,False
2025-02-26,8,Bur Dubai,0.929,976,21.8,126.58,198.8,False
2025-02-26,9,Bur Dubai,0.87,922,27.2,115.48,188.2,False
2025-02-26,10,Bur Dubai,0.645,791,36.6,85.71,101.1,False
2025-02-26,11,Bur Dubai,0.436,699,43.4,64.78,80.2,False
2025-02-26,12,Bur Dubai,0.749,833,30.0,96.74,152.4,False
2025-02-26,13,Bur Dubai,0.892,935,17.4,118.66,182.4,False
2025-02-26,14,Bur Dubai,0.592,839,37.1,87.6,118.8,False
2025-02-26,15,Bur Dubai,0.68,861,34.1,95.57,117.7,False
2025-02-26,16,Bur Dubai,0.743,837,31.6,96.84,157.1,False
2025-02-26,17,Bur Dubai,0.925,946,16.7,122.41,194.6,False
2025-02-26,18,Bur Dubai,1.0,1007,24.3,135.95,198.5,False
2025-02-26,19,Bur Dubai,0.976,957,20.4,127.47,212.4,False
2025-02-26,20,Bur Dubai,0.915,955,26.2,122.86,182.4,False
2025-02-26,21,Bur Dubai,0.623,789,35.4,84.2,119.1,False
2025-02-26,22,Bur Dubai,0.559,750,38.1,76.44,117.6,False
2025-02-26,23,Bur Dubai,0.341,640,52.7,54.78,91.6,False
2025-02-26,0,Downtown,0.191,644,58.2,47.84,66.3,False
2025-02-26,1,Downtown,0.064,535,63.1,34.66,10.6,False
2025-02-26,2,Downtown,0.082,555,63.5,36.69,21.5,False
2025-02-26,3,Downtown,0.117,525,63.0,36.11,25.6,False
2025-02-26,4,Downtown,0.0,479,65.3,28.74,4.5,False
2025-02-26,5,Downtown,0.0,498,67.8,29.88,16.7,False
2025-02-26,6,Downtown,0.28,685,49.0,55.48,58.9,False
2025-02-26,7,Downtown,0.836,880,28.6,107.95,177.2,False
2025-02-26,8,Downtown,1.0,1006,20.9,135.81,204.4,False
2025-02-26,9,Downtown,0.949,920,20.2,120.71,192.0,False
2025-02-26,10,Downtown,0.737,817,34.0,94.19,165.3,False
2025-02-26,11,Downtown,0.745,837,36.9,96.98,160.5,False
2025-02-26,12,Downtown,0.851,937,30.5,116.02,149.1,False
2025-02-26,13,Downtown,1.0,973,21.3,131.36,211.0,False
2025-02-26,14,Downtown,0.769,894,28.7,105.23,128.2,False
2025-02-26,15,Downtown,0.675,820,36.6,90.68,134.6,False
2025-02-26,16,Downtown,0.946,1017,21.3,133.2,158.4,False
2025-02-26,17,Downtown,1.0,1006,16.5,135.81,204.4,False
2025-02-26,18,Downtown,1.0,988,22.2,133.38,174.8,False
2025-02-26,19,Downtown,1.0,975,17.8,131.62,201.7,False
2025-02-26,20,Downtown,0.913,940,24.4,120.8,182.3,False
2025-02-26,21,Downtown,0.594,833,34.5,87.11,118.8,False
2025-02-26,22,Downtown,0.596,820,35.6,85.84,105.6,False
2025-02-26,23,Downtown,0.247,660,55.6,51.83,57.7,False
2025-02-26,0,Marina,0.152,555,63.5,39.64,0.0,False
2025-02-26,1,Marina,0.205,595,56.6,44.85,39.9,False
2025-02-26,2,Marina,0.026,448,64.7,27.76,31.0,False
2025-02-26,3,Marina,0.0,476,58.8,28.56,0.0,False
2025-02-26,4,Marina,0.04,532,66.0,33.5,6.8,False
2025-02-26,5,Marina,0.137,547,57.4,38.46,27.9,False
2025-02-26,6,Marina,0.312,688,55.9,57.39,99.8,False
2025-02-26,7,Marina,0.644,844,32.7,91.42,122.9,False
2025-02-26,8,Marina,0.755,856,27.7,99.82,164.6,False
2025-02-26,9,Marina,0.759,868,30.9,101.48,185.2,False
2025-02-26,10,Marina,0.522,772,44.0,76.56,92.8,False
2025-02-26,11,Marina,0.532,776,38.9,77.51,101.6,False
2025-02-26,12,Marina,0.511,742,43.2,72.97,100.4,False
2025-02-26,13,Marina,0.592,830,41.0,86.67,141.3,False
2025-02-26,14,Marina,0.554,743,39.5,75.44,136.7,False
2025-02-26,15,Marina,0.616,813,36.8,86.32,111.8,False
2025-02-26,16,Marina,0.529,731,45.3,72.85,114.1,False
2025-02-26,17,Marina,0.77,897,34.5,105.65,177.6,False
2025-02-26,18,Marina,0.906,937,24.8,119.92,188.6,False
2025-02-26,19,Marina,0.922,991,23.6,128.01,215.8,False
2025-02-26,20,Marina,0.826,916,27.4,111.69,143.7,False
2025-02-26,21,Marina,0.61,828,31.0,87.53,111.5,False
2025-02-26,22,Marina,0.289,658,53.4,53.74,87.0,False
2025-02-26,23,Marina,0.23,539,55.1,41.64,12.6,False
2025-02-26,0,JBR,0.161,580,56.8,41.82,51.6,False
2025-02-26,1,JBR,0.059,543,64.7,34.97,6.9,False
2025-02-26,2,JBR,0.067,496,60.6,32.24,17.3,False
2025-02-26,3,JBR,0.026,528,58.2,32.71,4.2,False
2025-02-26,4,JBR,0.22,650,56.1,49.71,65.0,False
2025-02-26,5,JBR,0.126,554,62.5,38.47,31.9,False
2025-02-26,6,JBR,0.133,574,57.8,40.16,14.7,False
2025-02-26,7,JBR,0.51,796,42.6,78.18,87.6,False
2025-02-26,8,JBR,0.702,917,31.3,103.31,122.3,False
2025-02-26,9,JBR,0.67,786,34.8,86.64,119.0,False
2025-02-26,10,JBR,0.574,783,37.1,80.66,98.7,False
2025-02-26,11,JBR,0.514,783,40.6,77.14,101.8,False
2025-02-26,12,JBR,0.574,728,35.6,75.02,116.8,False
2025-02-26,13,JBR,0.476,760,50.0,72.75,100.8,False
2025-02-26,14,JBR,0.545,750,39.6,75.66,102.3,False
2025-02-26,15,JBR,0.28,644,51.6,52.14,62.6,False
2025-02-26,16,JBR,0.475,762,44.1,72.88,104.6,False
2025-02-26,17,JBR,0.779,915,29.4,108.34,165.1,False
2025-02-26,18,JBR,0.671,799,32.0,88.15,131.8,False
2025-02-26,19,JBR,1.0,1066,21.1,143.91,187.3,False
2025-02-26,20,JBR,0.753,875,31.7,101.95,147.3,False
2025-02-26,21,JBR,0.678,816,36.4,90.44,117.1,False
2025-02-26,22,JBR,0.372,661,46.2,58.09,93.1,False
2025-02-26,23,JBR,0.222,625,49.7,47.91,72.7,False
2025-02-26,0,Business Bay,0.089,486,59.2,32.4,25.8,False
2025-02-26,1,Business Bay,0.0,544,60.3,32.64,0.0,False
2025-02-26,2,Business Bay,0.123,591,52.1,40.9,40.0,False
2025-02-26,3,Business Bay,0.038,498,61.5,31.32,0.0,False
2025-02-26,4,Business Bay,0.09,570,61.6,38.04,35.0,False
2025-02-26,5,Business Bay,0.12,510,56.4,35.2,14.0,False
2025-02-26,6,Business Bay,0.282,690,48.6,56.01,66.9,False
2025-02-26,7,Business Bay,0.672,767,32.5,84.65,169.9,False
2025-02-26,8,Business Bay,1.0,1018,19.4,137.43,206.8,False
2025-02-26,9,Business Bay,1.0,1017,15.3,137.3,161.4,False
2025-02-26,10,Business Bay,0.686,852,34.1,94.95,131.0,False
2025-02-26,11,Business Bay,0.585,774,40.6,80.39,89.1,False
2025-02-26,12,Business Bay,0.893,923,16.3,117.2,152.1,False
2025-02-26,13,Business Bay,0.972,1021,15.8,135.69,222.8,False
2025-02-26,14,Business Bay,0.791,849,30.1,101.29,163.5,False
2025-02-26,15,Business Bay,0.723,894,36.9,102.13,140.2,False
2025-02-26,16,Business Bay,0.815,905,25.6,109.6,149.6,False
2025-02-26,17,Business Bay,0.832,904,28.9,110.68,159.7,False
2025-02-26,18,Business Bay,1.0,995,21.1,134.33,206.4,False
2025-02-26,19,Business Bay,1.0,980,18.2,132.3,209.4,False
2025-02-26,20,Business Bay,0.921,1014,30.1,130.89,201.9,False
2025-02-26,21,Business Bay,0.759,898,37.7,105.01,167.7,False
2025-02-26,22,Business Bay,0.589,832,39.3,86.67,102.7,False
2025-02-26,23,Business Bay,0.275,668,52.9,53.86,45.5,False
2025-02-26,0,Al Quoz,0.116,568,59.4,39.01,13.3,False
2025-02-26,1,Al Quoz,0.012,537,65.1,32.69,0.0,False
2025-02-26,2,Al Quoz,0.0,507,60.8,30.42,0.0,False
2025-02-26,3,Al Quoz,0.138,559,60.3,39.32,0.2,False
2025-02-26,4,Al Quoz,0.001,421,61.4,25.31,10.0,False
2025-02-26,5,Al Quoz,0.108,518,62.6,35.27,27.4,False
2025-02-26,6,Al Quoz,0.183,579,56.5,42.69,25.9,False
2025-02-26,7,Al Quoz,0.6,786,37.3,82.54,94.0,False
2025-02-26,8,Al Quoz,0.583,812,38.5,84.24,134.6,False
2025-02-26,9,Al Quoz,0.573,755,41.0,77.76,96.9,False
2025-02-26,10,Al Quoz,0.521,770,39.1,76.29,105.5,False
2025-02-26,11,Al Quoz,0.548,787,39.6,79.56,83.8,False
2025-02-26,12,Al Quoz,0.405,697,40.9,62.98,100.1,False
2025-02-26,13,Al Quoz,0.446,745,43.1,69.61,101.5,False
2025-02-26,14,Al Quoz,0.34,693,47.3,59.26,78.8,False
2025-02-26,15,Al Quoz,0.359,733,49.3,63.7,74.3,False
2025-02-26,16,Al Quoz,0.455,705,46.1,66.36,80.7,False
2025-02-26,17,Al Quoz,0.676,862,35.2,95.43,130.4,False
2025-02-26,18,Al Quoz,0.737,872,29.3,100.49,117.4,False
2025-02-26,19,Al Quoz,0.78,898,26.2,106.39,147.7,False
2025-02-26,20,Al Quoz,0.399,712,47.2,64.04,50.9,False
2025-02-26,21,Al Quoz,0.328,652,49.5,55.14,53.2,False
2025-02-26,22,Al Quoz,0.31,660,54.1,54.96,63.6,False
2025-02-26,23,Al Quoz,0.117,573,60.5,39.39,46.1,False
2025-02-26,0,DIP,0.051,549,63.0,35.03,10.1,False
2025-02-26,1,DIP,0.0,478,67.2,28.68,0.0,False
2025-02-26,2,DIP,0.041,570,56.5,35.97,30.5,False
2025-02-26,3,DIP,0.009,545,67.6,33.09,17.2,False
2025-02-26,4,DIP,0.088,585,64.5,38.95,40.2,False
2025-02-26,5,DIP,0.0,496,71.5,29.76,0.0,False
2025-02-26,6,DIP,0.122,537,58.5,37.13,23.9,False
2025-02-26,7,DIP,0.357,673,52.6,58.4,76.7,False
2025-02-26,8,DIP,0.582,751,36.7,77.83,107.9,False
2025-02-26,9,DIP,0.657,810,32.4,88.53,158.3,False
2025-02-26,10,DIP,0.437,740,45.1,68.67,108.6,False
2025-02-26,11,DIP,0.402,679,42.4,61.21,79.4,False
2025-02-26,12,DIP,0.41,680,45.4,61.72,96.8,False
2025-02-26,13,DIP,0.425,735,45.1,67.53,73.7,False
2025-02-26,14,DIP,0.489,689,43.0,66.63,64.1,False
2025-02-26,15,DIP,0.317,617,52.3,51.68,88.1,False
2025-02-26,16,DIP,0.382,599,43.4,53.12,73.9,False
2025-02-26,17,DIP,0.548,740,39.4,74.79,115.2,False
2025-02-26,18,DIP,0.734,880,31.9,101.27,141.9,False
2025-02-26,19,DIP,0.536,730,41.4,73.14,116.9,False
2025-02-26,20,DIP,0.502,747,38.7,72.95,91.3,False
2025-02-26,21,DIP,0.324,651,48.4,54.89,52.7,False
2025-02-26,22,DIP,0.29,728,54.2,59.51,81.6,False
2025-02-26,23,DIP,0.15,616,62.3,43.91,65.1,False
2025-02-26,0,Academic City,0.053,521,63.4,33.32,19.9,False
2025-02-26,1,Academic City,0.164,566,54.7,40.93,45.5,False
2025-02-26,2,Academic City,0.039,540,68.9,33.99,35.4,False
2025-02-26,3,Academic City,0.111,548,58.5,37.45,11.7,False
2025-02-26,4,Academic City,0.042,512,57.0,32.34,15.3,False
2025-02-26,5,Academic City,0.141,575,61.4,40.57,12.6,False
2025-02-26,6,Academic City,0.057,491,66.0,31.54,12.7,False
2025-02-26,7,Academic City,0.286,606,47.8,49.37,39.6,False
2025-02-26,8,Academic City,0.534,780,40.2,78.02,106.2,False
2025-02-26,9,Academic City,0.44,702,52.8,65.26,87.5,False
2025-02-26,10,Academic City,0.229,643,56.7,49.65,45.9,False
2025-02-26,11,Academic City,0.267,606,56.8,48.5,63.0,False
2025-02-26,12,Academic City,0.322,661,51.7,55.6,54.2,False
2025-02-26,13,Academic City,0.417,732,43.6,66.81,83.3,False
2025-02-26,14,Academic City,0.375,702,43.7,61.88,71.4,False
2025-02-26,15,Academic City,0.405,655,43.0,59.17,73.0,False
2025-02-26,16,Academic City,0.276,674,52.4,54.4,68.7,False
2025-02-26,17,Academic City,0.284,625,53.2,50.8,81.6,False
2025-02-26,18,Academic City,0.401,711,44.4,64.04,89.5,False
2025-02-26,19,Academic City,0.553,798,41.6,80.98,152.2,False
2025-02-26,20,Academic City,0.384,643,47.6,57.12,70.0,False
2025-02-26,21,Academic City,0.203,600,56.5,45.12,43.6,False
2025-02-26,22,Academic City,0.272,649,49.0,52.19,34.3,False
2025-02-26,23,Academic City,0.046,534,66.4,33.89,0.0,False
2025-02-26,0,Jumeirah,0.158,595,55.3,42.75,42.8,False
2025-02-26,1,Jumeirah,0.0,521,66.3,31.26,2.6,False
2025-02-26,2,Jumeirah,0.144,542,56.6,38.36,34.9,False
2025-02-26,3,Jumeirah,0.046,549,58.9,34.84,8.5,False
2025-02-26,4,Jumeirah,0.12,572,58.5,39.46,43.9,False
2025-02-26,5,Jumeirah,0.218,616,51.6,47.03,23.3,False
2025-02-26,6,Jumeirah,0.178,546,61.3,40.06,32.1,False
2025-02-26,7,Jumeirah,0.409,713,43.5,64.66,68.7,False
2025-02-26,8,Jumeirah,0.752,857,30.0,99.75,148.2,False
2025-02-26,9,Jumeirah,0.616,821,37.6,87.16,133.1,False
2025-02-26,10,Jumeirah,0.431,719,42.6,66.4,97.2,False
2025-02-26,11,Jumeirah,0.556,748,42.5,76.07,106.3,False
2025-02-26,12,Jumeirah,0.508,771,43.0,75.65,106.7,False
2025-02-26,13,Jumeirah,0.546,759,40.9,76.64,123.3,False
2025-02-26,14,Jumeirah,0.386,658,40.8,58.51,70.1,False
2025-02-26,15,Jumeirah,0.372,679,39.2,59.67,78.5,False
2025-02-26,16,Jumeirah,0.516,751,41.3,74.12,112.6,False
2025-02-26,17,Jumeirah,0.78,880,32.0,104.27,172.0,False
2025-02-26,18,Jumeirah,0.802,893,31.1,107.29,162.0,False
2025-02-26,19,Jumeirah,0.562,789,35.2,80.58,119.3,False
2025-02-26,20,Jumeirah,0.518,742,42.0,73.37,95.5,False
2025-02-26,21,Jumeirah,0.596,802,38.4,83.95,121.8,False
2025-02-26,22,Jumeirah,0.403,724,45.6,65.33,92.9,False
2025-02-26,23,Jumeirah,0.192,604,60.2,44.92,45.3,False
2025-02-26,0,Al Barsha,0.065,546,59.8,35.43,16.6,False
2025-02-26,1,Al Barsha,0.013,523,63.3,31.88,0.0,False
2025-02-26,2,Al Barsha,0.094,581,64.1,38.94,24.4,False
2025-02-26,3,Al Barsha,0.077,510,58.3,33.53,21.0,False
2025-02-26,4,Al Barsha,0.0,520,67.5,31.2,15.8,False
2025-02-26,5,Al Barsha,0.0,511,68.9,30.66,0.0,False
2025-02-26,6,Al Barsha,0.35,680,45.9,58.66,73.4,False
2025-02-26,7,Al Barsha,0.553,809,38.5,82.11,125.5,False
2025-02-26,8,Al Barsha,0.76,883,32.0,103.33,149.7,False
2025-02-26,9,Al Barsha,0.667,879,26.5,96.72,134.0,False
2025-02-26,10,Al Barsha,0.598,828,40.8,86.8,125.7,False
2025-02-26,11,Al Barsha,0.466,673,40.9,63.88,92.6,False
2025-02-26,12,Al Barsha,0.334,684,49.3,58.16,67.2,False
2025-02-26,13,Al Barsha,0.656,829,33.5,90.51,104.1,False
2025-02-26,14,Al Barsha,0.583,779,42.2,80.79,140.9,False
2025-02-26,15,Al Barsha,0.472,730,34.8,69.66,108.9,False
2025-02-26,16,Al Barsha,0.558,780,38.2,79.44,100.1,False
2025-02-26,17,Al Barsha,0.816,963,30.7,116.69,170.5,False
2025-02-26,18,Al Barsha,0.814,874,24.8,105.83,158.3,False
2025-02-26,19,Al Barsha,0.813,881,23.6,106.56,159.5,False
2025-02-26,20,Al Barsha,0.769,898,33.2,105.7,160.1,False
2025-02-26,21,Al Barsha,0.36,675,52.1,58.74,74.2,False
2025-02-26,22,Al Barsha,0.362,712,53.4,62.05,76.1,False
2025-02-26,23,Al Barsha,0.184,605,60.1,44.65,34.4,False
2025-02-26,0,Airport Area,0.131,615,56.3,42.96,23.9,False
2025-02-26,1,Airport Area,0.122,564,61.1,39.01,59.0,False
2025-02-26,2,Airport Area,0.012,505,63.5,30.77,0.0,False
2025-02-26,3,Airport Area,0.061,594,63.4,38.36,0.0,False
2025-02-26,4,Airport Area,0.057,516,63.3,33.16,15.0,False
2025-02-26,5,Airport Area,0.029,538,66.5,33.45,0.0,False
2025-02-26,6,Airport Area,0.242,655,52.2,51.17,54.2,False
2025-02-26,7,Airport Area,0.602,810,37.3,85.17,112.5,False
2025-02-26,8,Airport Area,1.0,946,22.0,127.71,204.5,False
2025-02-26,9,Airport Area,0.843,903,25.6,111.29,184.7,False
2025-02-26,10,Airport Area,0.698,836,34.6,93.93,146.2,False
2025-02-26,11,Airport Area,0.66,840,30.8,92.0,129.1,False
2025-02-26,12,Airport Area,0.654,843,34.6,91.94,156.4,False
2025-02-26,13,Airport Area,0.78,922,30.5,109.24,134.4,False
2025-02-26,14,Airport Area,0.555,754,33.8,76.6,111.7,False
2025-02-26,15,Airport Area,0.553,801,39.2,81.25,119.0,False
2025-02-26,16,Airport Area,0.717,835,29.6,94.99,177.3,False
2025-02-26,17,Airport Area,1.0,1039,26.5,140.27,188.5,False
2025-02-26,18,Airport Area,1.0,980,18.5,132.3,190.0,False
2025-02-26,19,Airport Area,0.998,995,20.6,134.18,212.9,False
2025-02-26,20,Airport Area,0.864,945,25.3,117.93,192.1,False
2025-02-26,21,Airport Area,0.732,888,34.6,102.05,162.5,False
2025-02-26,22,Airport Area,0.478,772,46.0,73.97,81.8,False
2025-02-26,23,Airport Area,0.205,610,57.5,45.99,25.8,False
2025-02-27,0,Deira,0.063,537,58.5,34.75,0.0,False
2025-02-27,1,Deira,0.208,580,55.0,43.83,52.8,False
2025-02-27,2,Deira,0.096,545,62.6,36.64,36.3,False
2025-02-27,3,Deira,0.0,459,64.7,27.54,23.6,False
2025-02-27,4,Deira,0.09,566,60.0,37.78,17.3,False
2025-02-27,5,Deira,0.195,551,58.3,41.12,46.2,False
2025-02-27,6,Deira,0.479,759,39.9,72.82,70.3,False
2025-02-27,7,Deira,0.63,762,34.0,81.71,90.3,False
2025-02-27,8,Deira,0.918,922,21.4,118.81,193.6,False
2025-02-27,9,Deira,0.773,914,30.4,107.84,156.7,False
2025-02-27,10,Deira,0.828,873,27.2,106.62,149.1,False
2025-02-27,11,Deira,0.656,881,38.7,96.23,149.1,False
2025-02-27,12,Deira,0.798,876,28.4,104.97,163.6,False
2025-02-27,13,Deira,0.786,881,30.1,104.8,165.1,False
2025-02-27,14,Deira,0.826,942,28.4,114.87,162.1,False
2025-02-27,15,Deira,0.663,828,35.2,90.85,148.9,False
2025-02-27,16,Deira,0.783,882,27.6,104.72,146.8,False
2025-02-27,17,Deira,1.0,977,19.8,131.9,202.0,False
2025-02-27,18,Deira,1.0,1089,17.1,147.02,208.6,False
2025-02-27,19,Deira,0.999,967,23.9,130.48,190.7,False
2025-02-27,20,Deira,0.924,973,24.4,125.78,173.8,False
2025-02-27,21,Deira,0.561,781,36.0,79.72,149.0,False
2025-02-27,22,Deira,0.423,694,45.9,63.66,75.9,False
2025-02-27,23,Deira,0.096,567,61.5,38.11,15.6,False
2025-02-27,0,Bur Dubai,0.245,599,51.9,46.94,45.9,False
2025-02-27,1,Bur Dubai,0.084,536,58.7,35.52,1.2,False
2025-02-27,2,Bur Dubai,0.0,546,64.9,32.76,0.0,False
2025-02-27,3,Bur Dubai,0.119,561,60.2,38.66,18.1,False
2025-02-27,4,Bur Dubai,0.095,552,60.8,37.06,36.9,False
2025-02-27,5,Bur Dubai,0.0,558,62.6,33.48,0.0,False
2025-02-27,6,Bur Dubai,0.229,603,50.4,46.52,57.4,False
2025-02-27,7,Bur Dubai,0.495,731,39.4,71.01,76.3,False
2025-02-27,8,Bur Dubai,0.999,1010,13.0,136.3,209.2,False
2025-02-27,9,Bur Dubai,0.684,832,33.9,92.58,141.9,False
2025-02-27,10,Bur Dubai,0.497,748,36.4,72.78,63.3,False
2025-02-27,11,Bur Dubai,0.563,798,36.6,81.61,81.4,False
2025-02-27,12,Bur Dubai,0.663,761,36.0,83.53,161.1,False
2025-02-27,13,Bur Dubai,0.574,799,39.5,82.31,115.7,False
2025-02-27,14,Bur Dubai,0.556,770,40.3,78.33,106.8,False
2025-02-27,15,Bur Dubai,0.394,701,48.8,62.77,85.6,False
2025-02-27,16,Bur Dubai,0.729,896,30.0,102.78,144.5,False
2025-02-27,17,Bur Dubai,0.788,816,32.2,97.21,133.0,False
2025-02-27,18,Bur Dubai,1.0,958,22.4,129.33,199.9,False
2025-02-27,19,Bur Dubai,1.0,991,12.7,133.78,210.5,False
2025-02-27,20,Bur Dubai,0.659,826,30.8,90.37,133.1,False
2025-02-27,21,Bur Dubai,0.57,819,41.3,84.14,114.7,False
2025-02-27,22,Bur Dubai,0.277,628,49.8,50.72,35.6,False
2025-02-27,23,Bur Dubai,0.178,624,54.2,45.75,47.4,False
2025-02-27,0,Downtown,0.006,469,63.4,28.37,0.0,False
2025-02-27,1,Downtown,0.092,599,60.4,40.1,35.1,False
2025-02-27,2,Downtown,0.0,477,66.4,28.62,38.0,False
2025-02-27,3,Downtown,0.0,511,66.9,30.66,0.0,False
2025-02-27,4,Downtown,0.0,452,66.7,27.12,0.0,False
2025-02-27,5,Downtown,0.118,535,59.5,36.82,30.1,False
2025-02-27,6,Downtown,0.263,617,54.9,49.18,53.6,False
2025-02-27,7,Downtown,0.861,888,29.2,110.64,171.6,False
2025-02-27,8,Downtown,1.0,1036,23.9,139.86,193.4,False
2025-02-27,9,Downtown,0.994,949,19.5,127.67,188.5,False
2025-02-27,10,Downtown,0.803,916,26.9,110.12,160.9,False
2025-02-27,11,Downtown,0.677,911,32.0,100.94,133.5,False
2025-02-27,12,Downtown,0.858,916,29.3,113.94,148.0,False
2025-02-27,13,Downtown,0.874,933,25.4,117.12,148.6,False
2025-02-27,14,Downtown,0.823,852,31.6,103.7,190.0,False
2025-02-27,15,Downtown,0.697,885,33.9,99.36,150.3,False
2025-02-27,16,Downtown,0.715,872,25.0,99.11,106.4,False
2025-02-27,17,Downtown,1.0,1012,21.1,136.62,215.7,False
2025-02-27,18,Downtown,1.0,1013,23.9,136.75,173.3,False
2025-02-27,19,Downtown,1.0,967,20.9,130.55,173.4,False
2025-02-27,20,Downtown,0.988,948,22.5,127.16,184.9,False
2025-02-27,21,Downtown,0.936,999,19.3,130.08,180.7,False
2025-02-27,22,Downtown,0.562,766,37.6,78.26,119.9,False
2025-02-27,23,Downtown,0.285,649,49.6,52.82,49.1,False
2025-02-27,0,Marina,0.221,612,53.4,46.85,62.9,False
2025-02-27,1,Marina,0.15,576,59.4,41.03,40.1,False
2025-02-27,2,Marina,0.0,484,68.8,29.04,0.0,False
2025-02-27,3,Marina,0.164,611,49.4,44.18,40.8,False
2025-02-27,4,Marina,0.07,513,67.6,33.49,22.7,False
2025-02-27,5,Marina,0.088,593,62.0,39.48,0.0,False
2025-02-27,6,Marina,0.383,658,47.4,58.37,66.4,False
2025-02-27,7,Marina,0.521,728,39.3,72.14,95.0,False
2025-02-27,8,Marina,0.88,977,32.6,123.12,158.4,False
2025-02-27,9,Marina,0.753,882,22.4,102.72,164.3,False
2025-02-27,10,Marina,0.428,701,44.6,64.58,89.2,False
2025-02-27,11,Marina,0.652,826,38.7,89.97,142.6,False
2025-02-27,12,Marina,0.463,798,47.4,75.58,95.0,False
2025-02-27,13,Marina,0.539,795,45.0,79.82,100.7,False
2025-02-27,14,Marina,0.579,818,37.8,84.62,91.7,False
2025-02-27,15,Marina,0.502,739,42.0,72.15,113.7,False
2025-02-27,16,Marina,0.602,816,34.7,85.82,130.1,False
2025-02-27,17,Marina,0.868,971,26.6,121.48,179.4,False
2025-02-27,18,Marina,0.869,927,21.5,116.04,176.9,False
2025-02-27,19,Marina,0.769,888,29.1,104.52,140.5,False
2025-02-27,20,Marina,0.606,798,35.7,84.17,123.6,False
2025-02-27,21,Marina,0.487,723,40.0,69.8,85.8,False
2025-02-27,22,Marina,0.344,706,51.7,60.56,68.5,False
2025-02-27,23,Marina,0.243,600,52.9,46.95,56.4,False
2025-02-27,0,JBR,0.192,570,59.7,42.4,46.6,False
2025-02-27,1,JBR,0.076,528,63.0,34.68,15.4,False
2025-02-27,2,JBR,0.0,478,62.7,28.68,0.0,False
2025-02-27,3,JBR,0.104,496,58.2,33.61,0.0,False
2025-02-27,4,JBR,0.0,533,67.9,31.98,17.5,False
2025-02-27,5,JBR,0.057,486,60.3,31.24,13.7,False
2025-02-27,6,JBR,0.059,513,63.3,33.05,15.2,False
2025-02-27,7,JBR,0.636,837,36.6,90.14,114.4,False
2025-02-27,8,JBR,0.726,848,32.3,97.02,147.5,False
2025-02-27,9,JBR,0.448,703,42.1,65.81,111.2,False
2025-02-27,10,JBR,0.556,810,39.4,82.4,91.3,False
2025-02-27,11,JBR,0.414,721,47.8,65.63,91.0,False
2025-02-27,12,JBR,0.385,711,48.3,63.2,82.8,False
2025-02-27,13,JBR,0.463,708,48.9,67.08,72.7,False
2025-02-27,14,JBR,0.381,710,45.6,62.88,85.1,False
2025-02-27,15,JBR,0.457,789,43.9,74.4,114.3,False
2025-02-27,16,JBR,0.598,819,43.1,85.85,122.7,False
2025-02-27,17,JBR,0.817,851,31.6,103.21,172.1,False
2025-02-27,18,JBR,0.709,870,29.9,98.45,123.6,False
2025-02-27,19,JBR,0.943,948,21.7,123.92,176.4,False
2025-02-27,20,JBR,0.707,878,32.2,99.22,132.9,False
2025-02-27,21,JBR,0.472,662,42.4,63.14,80.2,False
2025-02-27,22,JBR,0.346,655,50.8,56.32,69.6,False
2025-02-27,23,JBR,0.18,612,54.5,44.99,32.9,False
